Comunidad Autonoma;Tasa Paro;Sexo;Periodo;Edad
Asturias;13.3;Mujeres;2017T2;25 y más años
Asturias;13.9;Mujeres;2017T1;25 y más años
Asturias;13.74;Mujeres;2016T4;25 y más años
Asturias;14.05;Mujeres;2016T3;25 y más años
Asturias;15.38;Mujeres;2016T2;25 y más años
Asturias;17.37;Mujeres;2016T1;25 y más años
Asturias;18.55;Mujeres;2015T4;25 y más años
Asturias;15.21;Mujeres;2015T3;25 y más años
Asturias;18.03;Mujeres;2015T2;25 y más años
Asturias;18.49;Mujeres;2015T1;25 y más años
Asturias;19.94;Mujeres;2014T4;25 y más años
Asturias;20.35;Mujeres;2014T3;25 y más años
Asturias;20.92;Mujeres;2014T2;25 y más años
Asturias;22.87;Mujeres;2014T1;25 y más años
Asturias;21.82;Mujeres;2013T4;25 y más años
Asturias;22.61;Mujeres;2013T3;25 y más años
Asturias;22.48;Mujeres;2013T2;25 y más años
Asturias;23.89;Mujeres;2013T1;25 y más años
Asturias;22.54;Mujeres;2012T4;25 y más años
Asturias;20.02;Mujeres;2012T3;25 y más años
Asturias;19.49;Mujeres;2012T2;25 y más años
Asturias;19.19;Mujeres;2012T1;25 y más años
Asturias;15.92;Mujeres;2011T4;25 y más años
Asturias;14.16;Mujeres;2011T3;25 y más años
Asturias;14.84;Mujeres;2011T2;25 y más años
Asturias;17.38;Mujeres;2011T1;25 y más años
Asturias;16.38;Mujeres;2010T4;25 y más años
Asturias;14.35;Mujeres;2010T3;25 y más años
Asturias;16.61;Mujeres;2010T2;25 y más años
Asturias;15.89;Mujeres;2010T1;25 y más años
Asturias;13.55;Mujeres;2009T4;25 y más años
Asturias;12.4;Mujeres;2009T3;25 y más años
Asturias;12.93;Mujeres;2009T2;25 y más años
Asturias;11.47;Mujeres;2009T1;25 y más años
Asturias;11.06;Mujeres;2008T4;25 y más años
Asturias;8.31;Mujeres;2008T3;25 y más años
Asturias;8.35;Mujeres;2008T2;25 y más años
Asturias;10.38;Mujeres;2008T1;25 y más años
Asturias;9.35;Mujeres;2007T4;25 y más años
Asturias;8.49;Mujeres;2007T3;25 y más años
Asturias;10.93;Mujeres;2007T2;25 y más años
Asturias;10.71;Mujeres;2007T1;25 y más años
Asturias;10.78;Mujeres;2006T4;25 y más años
Asturias;12.54;Mujeres;2006T3;25 y más años
Asturias;9.85;Mujeres;2006T2;25 y más años
Asturias;12.22;Mujeres;2006T1;25 y más años
Asturias;11.39;Mujeres;2005T4;25 y más años
Asturias;10.83;Mujeres;2005T3;25 y más años
Asturias;11.97;Mujeres;2005T2;25 y más años
Asturias;11.61;Mujeres;2005T1;25 y más años
Asturias;13.47;Mujeres;2004T4;25 y más años
Asturias;10.78;Mujeres;2004T3;25 y más años
Asturias;12.87;Mujeres;2004T2;25 y más años
Asturias;14.41;Mujeres;2004T1;25 y más años
Asturias;12.16;Mujeres;2003T4;25 y más años
Asturias;14.17;Mujeres;2003T3;25 y más años
Asturias;14.04;Mujeres;2003T2;25 y más años
Asturias;15.3;Mujeres;2003T1;25 y más años
Asturias;12.43;Mujeres;2002T4;25 y más años
Asturias;11.2;Mujeres;2002T3;25 y más años
Asturias;13.07;Mujeres;2002T2;25 y más años
Asturias;11.96;Mujeres;2002T1;25 y más años
Asturias;22.89;Mujeres;2019T3;De 16 a 19 años
Asturias;..;Mujeres;2019T2;De 16 a 19 años
Asturias;..;Mujeres;2019T1;De 16 a 19 años
Asturias;29.99;Mujeres;2018T4;De 16 a 19 años
Asturias;55.47;Mujeres;2018T3;De 16 a 19 años
Asturias;100.0;Mujeres;2018T2;De 16 a 19 años
Asturias;25.97;Mujeres;2018T1;De 16 a 19 años
Asturias;79.27;Mujeres;2017T4;De 16 a 19 años
Asturias;66.87;Mujeres;2017T3;De 16 a 19 años
Asturias;46.74;Mujeres;2017T2;De 16 a 19 años
Asturias;44.35;Mujeres;2017T1;De 16 a 19 años
Asturias;14.01;Mujeres;2016T4;De 16 a 19 años
Asturias;37.51;Mujeres;2016T3;De 16 a 19 años
Asturias;36.9;Mujeres;2016T2;De 16 a 19 años
Asturias;42.24;Mujeres;2016T1;De 16 a 19 años
Asturias;26.02;Mujeres;2015T4;De 16 a 19 años
Asturias;33.06;Mujeres;2015T3;De 16 a 19 años
Asturias;53.54;Mujeres;2015T2;De 16 a 19 años
Asturias;69.82;Mujeres;2015T1;De 16 a 19 años
Asturias;65.51;Mujeres;2014T4;De 16 a 19 años
Asturias;76.42;Mujeres;2014T3;De 16 a 19 años
Asturias;54.7;Mujeres;2014T2;De 16 a 19 años
Asturias;68.78;Mujeres;2014T1;De 16 a 19 años
Asturias;77.39;Mujeres;2013T4;De 16 a 19 años
Asturias;91.59;Mujeres;2013T3;De 16 a 19 años
Asturias;100.0;Mujeres;2013T2;De 16 a 19 años
Asturias;60.49;Mujeres;2013T1;De 16 a 19 años
Asturias;42.0;Mujeres;2012T4;De 16 a 19 años
Asturias;56.87;Mujeres;2012T3;De 16 a 19 años
Asturias;61.66;Mujeres;2012T2;De 16 a 19 años
Asturias;69.59;Mujeres;2012T1;De 16 a 19 años
Asturias;81.93;Mujeres;2011T4;De 16 a 19 años
Asturias;57.16;Mujeres;2011T3;De 16 a 19 años
Asturias;53.55;Mujeres;2011T2;De 16 a 19 años
Asturias;44.02;Mujeres;2011T1;De 16 a 19 años
Asturias;61.14;Mujeres;2010T4;De 16 a 19 años
Asturias;76.2;Mujeres;2010T3;De 16 a 19 años
Asturias;40.71;Mujeres;2010T2;De 16 a 19 años
Asturias;34.28;Mujeres;2010T1;De 16 a 19 años
Asturias;27.67;Mujeres;2009T4;De 16 a 19 años
Asturias;54.68;Mujeres;2009T3;De 16 a 19 años
Asturias;83.93;Mujeres;2009T2;De 16 a 19 años
Asturias;60.02;Mujeres;2009T1;De 16 a 19 años
Asturias;40.94;Mujeres;2008T4;De 16 a 19 años
Asturias;38.57;Mujeres;2008T3;De 16 a 19 años
Asturias;49.18;Mujeres;2008T2;De 16 a 19 años
Asturias;24.61;Mujeres;2008T1;De 16 a 19 años
Asturias;28.18;Mujeres;2007T4;De 16 a 19 años
Asturias;11.7;Mujeres;2007T3;De 16 a 19 años
Asturias;42.63;Mujeres;2007T2;De 16 a 19 años
Asturias;33.96;Mujeres;2007T1;De 16 a 19 años
Asturias;18.29;Mujeres;2006T4;De 16 a 19 años
Asturias;25.07;Mujeres;2006T3;De 16 a 19 años
Asturias;43.29;Mujeres;2006T2;De 16 a 19 años
Asturias;48.9;Mujeres;2006T1;De 16 a 19 años
Asturias;54.1;Mujeres;2005T4;De 16 a 19 años
Asturias;47.52;Mujeres;2005T3;De 16 a 19 años
Asturias;57.14;Mujeres;2005T2;De 16 a 19 años
Asturias;28.18;Mujeres;2005T1;De 16 a 19 años
Asturias;79.62;Mujeres;2004T4;De 16 a 19 años
Asturias;54.27;Mujeres;2004T3;De 16 a 19 años
Asturias;41.27;Mujeres;2004T2;De 16 a 19 años
Asturias;54.13;Mujeres;2004T1;De 16 a 19 años
Asturias;48.03;Mujeres;2003T4;De 16 a 19 años
Asturias;41.89;Mujeres;2003T3;De 16 a 19 años
Asturias;33.07;Mujeres;2003T2;De 16 a 19 años
Asturias;62.24;Mujeres;2003T1;De 16 a 19 años
Asturias;11.3;Mujeres;2002T4;De 16 a 19 años
Asturias;55.53;Mujeres;2002T3;De 16 a 19 años
Asturias;38.55;Mujeres;2002T2;De 16 a 19 años
Asturias;46.43;Mujeres;2002T1;De 16 a 19 años
Asturias;32.15;Mujeres;2019T3;De 20 a 24 años
Asturias;32.24;Mujeres;2019T2;De 20 a 24 años
Asturias;34.06;Mujeres;2019T1;De 20 a 24 años
Asturias;35.05;Mujeres;2018T4;De 20 a 24 años
Asturias;33.14;Mujeres;2018T3;De 20 a 24 años
Asturias;41.26;Mujeres;2018T2;De 20 a 24 años
Asturias;43.58;Mujeres;2018T1;De 20 a 24 años
Asturias;44.96;Mujeres;2017T4;De 20 a 24 años
Asturias;22.46;Mujeres;2017T3;De 20 a 24 años
Asturias;25.11;Mujeres;2017T2;De 20 a 24 años
Asturias;30.47;Mujeres;2017T1;De 20 a 24 años
Asturias;24.87;Mujeres;2016T4;De 20 a 24 años
Asturias;36.08;Mujeres;2016T3;De 20 a 24 años
Asturias;53.87;Mujeres;2016T2;De 20 a 24 años
Asturias;50.79;Mujeres;2016T1;De 20 a 24 años
Asturias;44.75;Mujeres;2015T4;De 20 a 24 años
Asturias;43.61;Mujeres;2015T3;De 20 a 24 años
Asturias;31.56;Mujeres;2015T2;De 20 a 24 años
Asturias;41.99;Mujeres;2015T1;De 20 a 24 años
Asturias;41.98;Mujeres;2014T4;De 20 a 24 años
Asturias;41.3;Mujeres;2014T3;De 20 a 24 años
Asturias;42.74;Mujeres;2014T2;De 20 a 24 años
Asturias;45.31;Mujeres;2014T1;De 20 a 24 años
Asturias;51.52;Mujeres;2013T4;De 20 a 24 años
Asturias;56.82;Mujeres;2013T3;De 20 a 24 años
Asturias;46.83;Mujeres;2013T2;De 20 a 24 años
Asturias;64.42;Mujeres;2013T1;De 20 a 24 años
Asturias;55.55;Mujeres;2012T4;De 20 a 24 años
Asturias;47.96;Mujeres;2012T3;De 20 a 24 años
Asturias;44.02;Mujeres;2012T2;De 20 a 24 años
Asturias;49.98;Mujeres;2012T1;De 20 a 24 años
Asturias;43.34;Mujeres;2011T4;De 20 a 24 años
Asturias;46.28;Mujeres;2011T3;De 20 a 24 años
Asturias;42.06;Mujeres;2011T2;De 20 a 24 años
Asturias;41.96;Mujeres;2011T1;De 20 a 24 años
Asturias;41.01;Mujeres;2010T4;De 20 a 24 años
Asturias;16.77;Mujeres;2010T3;De 20 a 24 años
Asturias;26.9;Mujeres;2010T2;De 20 a 24 años
Asturias;35.33;Mujeres;2010T1;De 20 a 24 años
Asturias;34.24;Mujeres;2009T4;De 20 a 24 años
Asturias;34.54;Mujeres;2009T3;De 20 a 24 años
Asturias;32.18;Mujeres;2009T2;De 20 a 24 años
Asturias;24.74;Mujeres;2009T1;De 20 a 24 años
Asturias;21.14;Mujeres;2008T4;De 20 a 24 años
Asturias;18.76;Mujeres;2008T3;De 20 a 24 años
Asturias;15.32;Mujeres;2008T2;De 20 a 24 años
Asturias;24.39;Mujeres;2008T1;De 20 a 24 años
Asturias;17.6;Mujeres;2007T4;De 20 a 24 años
Asturias;12.06;Mujeres;2007T3;De 20 a 24 años
Asturias;21.14;Mujeres;2007T2;De 20 a 24 años
Asturias;34.58;Mujeres;2007T1;De 20 a 24 años
Asturias;22.4;Mujeres;2006T4;De 20 a 24 años
Asturias;17.73;Mujeres;2006T3;De 20 a 24 años
Asturias;19.26;Mujeres;2006T2;De 20 a 24 años
Asturias;22.89;Mujeres;2006T1;De 20 a 24 años
Asturias;28.48;Mujeres;2005T4;De 20 a 24 años
Asturias;20.89;Mujeres;2005T3;De 20 a 24 años
Asturias;25.28;Mujeres;2005T2;De 20 a 24 años
Asturias;29.08;Mujeres;2005T1;De 20 a 24 años
Asturias;26.79;Mujeres;2004T4;De 20 a 24 años
Asturias;20.17;Mujeres;2004T3;De 20 a 24 años
Asturias;30.34;Mujeres;2004T2;De 20 a 24 años
Asturias;37.2;Mujeres;2004T1;De 20 a 24 años
Asturias;31.84;Mujeres;2003T4;De 20 a 24 años
Asturias;33.6;Mujeres;2003T3;De 20 a 24 años
Asturias;32.23;Mujeres;2003T2;De 20 a 24 años
Asturias;31.38;Mujeres;2003T1;De 20 a 24 años
Asturias;32.2;Mujeres;2002T4;De 20 a 24 años
Asturias;26.17;Mujeres;2002T3;De 20 a 24 años
Asturias;26.84;Mujeres;2002T2;De 20 a 24 años
Asturias;22.72;Mujeres;2002T1;De 20 a 24 años
Asturias;15.18;Mujeres;2019T3;De 25 a 54 años
Asturias;16.2;Mujeres;2019T2;De 25 a 54 años
Asturias;16.67;Mujeres;2019T1;De 25 a 54 años
Asturias;14.35;Mujeres;2018T4;De 25 a 54 años
Asturias;14.03;Mujeres;2018T3;De 25 a 54 años
Asturias;15.59;Mujeres;2018T2;De 25 a 54 años
Asturias;15.5;Mujeres;2018T1;De 25 a 54 años
Asturias;15.15;Mujeres;2017T4;De 25 a 54 años
Asturias;12.13;Mujeres;2017T3;De 25 a 54 años
Asturias;14.33;Mujeres;2017T2;De 25 a 54 años
Asturias;14.35;Mujeres;2017T1;De 25 a 54 años
Asturias;14.85;Mujeres;2016T4;De 25 a 54 años
Asturias;15.24;Mujeres;2016T3;De 25 a 54 años
Asturias;16.34;Mujeres;2016T2;De 25 a 54 años
Asturias;18.8;Mujeres;2016T1;De 25 a 54 años
Asturias;19.55;Mujeres;2015T4;De 25 a 54 años
Asturias;15.97;Mujeres;2015T3;De 25 a 54 años
Asturias;19.64;Mujeres;2015T2;De 25 a 54 años
Asturias;19.61;Mujeres;2015T1;De 25 a 54 años
Asturias;21.34;Mujeres;2014T4;De 25 a 54 años
Asturias;21.42;Mujeres;2014T3;De 25 a 54 años
Asturias;21.78;Mujeres;2014T2;De 25 a 54 años
Asturias;24.33;Mujeres;2014T1;De 25 a 54 años
Asturias;23.81;Mujeres;2013T4;De 25 a 54 años
Asturias;24.6;Mujeres;2013T3;De 25 a 54 años
Asturias;24.73;Mujeres;2013T2;De 25 a 54 años
Asturias;26.62;Mujeres;2013T1;De 25 a 54 años
Asturias;24.88;Mujeres;2012T4;De 25 a 54 años
Asturias;22.31;Mujeres;2012T3;De 25 a 54 años
Asturias;20.91;Mujeres;2012T2;De 25 a 54 años
Asturias;21.17;Mujeres;2012T1;De 25 a 54 años
Asturias;17.07;Mujeres;2011T4;De 25 a 54 años
Asturias;15.35;Mujeres;2011T3;De 25 a 54 años
Asturias;15.89;Mujeres;2011T2;De 25 a 54 años
Asturias;18.04;Mujeres;2011T1;De 25 a 54 años
Asturias;17.38;Mujeres;2010T4;De 25 a 54 años
Asturias;14.9;Mujeres;2010T3;De 25 a 54 años
Asturias;17.32;Mujeres;2010T2;De 25 a 54 años
Asturias;16.75;Mujeres;2010T1;De 25 a 54 años
Asturias;14.71;Mujeres;2009T4;De 25 a 54 años
Asturias;13.02;Mujeres;2009T3;De 25 a 54 años
Asturias;13.67;Mujeres;2009T2;De 25 a 54 años
Asturias;12.08;Mujeres;2009T1;De 25 a 54 años
Asturias;12.36;Mujeres;2008T4;De 25 a 54 años
Asturias;8.95;Mujeres;2008T3;De 25 a 54 años
Asturias;9.04;Mujeres;2008T2;De 25 a 54 años
Asturias;11.05;Mujeres;2008T1;De 25 a 54 años
Asturias;10.15;Mujeres;2007T4;De 25 a 54 años
Asturias;9.19;Mujeres;2007T3;De 25 a 54 años
Asturias;11.69;Mujeres;2007T2;De 25 a 54 años
Asturias;11.93;Mujeres;2007T1;De 25 a 54 años
Asturias;11.85;Mujeres;2006T4;De 25 a 54 años
Asturias;13.69;Mujeres;2006T3;De 25 a 54 años
Asturias;10.74;Mujeres;2006T2;De 25 a 54 años
Asturias;13.32;Mujeres;2006T1;De 25 a 54 años
Asturias;11.68;Mujeres;2005T4;De 25 a 54 años
Asturias;11.42;Mujeres;2005T3;De 25 a 54 años
Asturias;12.56;Mujeres;2005T2;De 25 a 54 años
Asturias;12.36;Mujeres;2005T1;De 25 a 54 años
Asturias;14.37;Mujeres;2004T4;De 25 a 54 años
Asturias;11.43;Mujeres;2004T3;De 25 a 54 años
Asturias;13.66;Mujeres;2004T2;De 25 a 54 años
Asturias;15.45;Mujeres;2004T1;De 25 a 54 años
Asturias;12.81;Mujeres;2003T4;De 25 a 54 años
Asturias;15.23;Mujeres;2003T3;De 25 a 54 años
Asturias;14.88;Mujeres;2003T2;De 25 a 54 años
Asturias;16.13;Mujeres;2003T1;De 25 a 54 años
Asturias;12.94;Mujeres;2002T4;De 25 a 54 años
Asturias;11.46;Mujeres;2002T3;De 25 a 54 años
Asturias;13.49;Mujeres;2002T2;De 25 a 54 años
Asturias;12.38;Mujeres;2002T1;De 25 a 54 años
Asturias;10.21;Mujeres;2019T3;55 y más años
Asturias;13.63;Mujeres;2019T2;55 y más años
Asturias;11.54;Mujeres;2019T1;55 y más años
Asturias;9.89;Mujeres;2018T4;55 y más años
Asturias;9.64;Mujeres;2018T3;55 y más años
Asturias;8.85;Mujeres;2018T2;55 y más años
Asturias;12.76;Mujeres;2018T1;55 y más años
Asturias;9.82;Mujeres;2017T4;55 y más años
Asturias;6.93;Mujeres;2017T3;55 y más años
Asturias;9.02;Mujeres;2017T2;55 y más años
Asturias;11.97;Mujeres;2017T1;55 y más años
Asturias;8.39;Mujeres;2016T4;55 y más años
Asturias;8.71;Mujeres;2016T3;55 y más años
Asturias;11.04;Mujeres;2016T2;55 y más años
Asturias;10.64;Mujeres;2016T1;55 y más años
Asturias;13.99;Mujeres;2015T4;55 y más años
Asturias;11.78;Mujeres;2015T3;55 y más años
Asturias;10.44;Mujeres;2015T2;55 y más años
Asturias;13.18;Mujeres;2015T1;55 y más años
Asturias;13.22;Mujeres;2014T4;55 y más años
Asturias;15.19;Mujeres;2014T3;55 y más años
Asturias;16.33;Mujeres;2014T2;55 y más años
Asturias;15.37;Mujeres;2014T1;55 y más años
Asturias;11.61;Mujeres;2013T4;55 y más años
Asturias;12.08;Mujeres;2013T3;55 y más años
Asturias;10.54;Mujeres;2013T2;55 y más años
Asturias;8.33;Mujeres;2013T1;55 y más años
Asturias;10.62;Mujeres;2012T4;55 y más años
Asturias;8.61;Mujeres;2012T3;55 y más años
Asturias;12.19;Mujeres;2012T2;55 y más años
Asturias;7.74;Mujeres;2012T1;55 y más años
Asturias;9.41;Mujeres;2011T4;55 y más años
Asturias;6.92;Mujeres;2011T3;55 y más años
Asturias;8.65;Mujeres;2011T2;55 y más años
Asturias;13.55;Mujeres;2011T1;55 y más años
Asturias;10.02;Mujeres;2010T4;55 y más años
Asturias;10.8;Mujeres;2010T3;55 y más años
Asturias;11.17;Mujeres;2010T2;55 y más años
Asturias;9.93;Mujeres;2010T1;55 y más años
Asturias;5.52;Mujeres;2009T4;55 y más años
Asturias;8.15;Mujeres;2009T3;55 y más años
Asturias;8.34;Mujeres;2009T2;55 y más años
Asturias;7.52;Mujeres;2009T1;55 y más años
Asturias;3.22;Mujeres;2008T4;55 y más años
Asturias;4.01;Mujeres;2008T3;55 y más años
Asturias;3.34;Mujeres;2008T2;55 y más años
Asturias;5.01;Mujeres;2008T1;55 y más años
Asturias;2.82;Mujeres;2007T4;55 y más años
Asturias;3.47;Mujeres;2007T3;55 y más años
Asturias;5.43;Mujeres;2007T2;55 y más años
Asturias;1.74;Mujeres;2007T1;55 y más años
Asturias;1.98;Mujeres;2006T4;55 y más años
Asturias;3.74;Mujeres;2006T3;55 y más años
Asturias;2.34;Mujeres;2006T2;55 y más años
Asturias;2.59;Mujeres;2006T1;55 y más años
Asturias;9.05;Mujeres;2005T4;55 y más años
Asturias;6.17;Mujeres;2005T3;55 y más años
Asturias;5.8;Mujeres;2005T2;55 y más años
Asturias;4.37;Mujeres;2005T1;55 y más años
Asturias;4.38;Mujeres;2004T4;55 y más años
Asturias;3.2;Mujeres;2004T3;55 y más años
Asturias;4.38;Mujeres;2004T2;55 y más años
Asturias;4.8;Mujeres;2004T1;55 y más años
Asturias;5.78;Mujeres;2003T4;55 y más años
Asturias;3.04;Mujeres;2003T3;55 y más años
Asturias;5.24;Mujeres;2003T2;55 y más años
Asturias;7.46;Mujeres;2003T1;55 y más años
Asturias;7.44;Mujeres;2002T4;55 y más años
Asturias;8.64;Mujeres;2002T3;55 y más años
Asturias;9.48;Mujeres;2002T2;55 y más años
Asturias;8.26;Mujeres;2002T1;55 y más años
Balears, Illes;8.39;Mujeres;2019T3;Total
Balears, Illes;15.47;Mujeres;2019T2;Total
Balears, Illes;19.82;Mujeres;2019T1;Total
Balears, Illes;10.36;Mujeres;2018T4;Total
Balears, Illes;6.76;Mujeres;2018T3;Total
Balears, Illes;11.24;Mujeres;2018T2;Total
Balears, Illes;16.15;Mujeres;2018T1;Total
Balears, Illes;11.23;Mujeres;2017T4;Total
Balears, Illes;9.16;Mujeres;2017T3;Total
Balears, Illes;12.1;Mujeres;2017T2;Total
Balears, Illes;17.93;Mujeres;2017T1;Total
Balears, Illes;14.76;Mujeres;2016T4;Total
Balears, Illes;10.86;Mujeres;2016T3;Total
Balears, Illes;14.22;Mujeres;2016T2;Total
Balears, Illes;18.2;Mujeres;2016T1;Total
Balears, Illes;16.72;Mujeres;2015T4;Total
Balears, Illes;12.09;Mujeres;2015T3;Total
Balears, Illes;17.75;Mujeres;2015T2;Total
Balears, Illes;23.03;Mujeres;2015T1;Total
Balears, Illes;17.64;Mujeres;2014T4;Total
Balears, Illes;14.06;Mujeres;2014T3;Total
Balears, Illes;17.29;Mujeres;2014T2;Total
Balears, Illes;25.19;Mujeres;2014T1;Total
Balears, Illes;20.71;Mujeres;2013T4;Total
Balears, Illes;16.28;Mujeres;2013T3;Total
Balears, Illes;21.88;Mujeres;2013T2;Total
Balears, Illes;29.2;Mujeres;2013T1;Total
Balears, Illes;24.32;Mujeres;2012T4;Total
Balears, Illes;20.09;Mujeres;2012T3;Total
Balears, Illes;23.23;Mujeres;2012T2;Total
Balears, Illes;28.99;Mujeres;2012T1;Total
Balears, Illes;25.11;Mujeres;2011T4;Total
Balears, Illes;15.63;Mujeres;2011T3;Total
Balears, Illes;18.53;Mujeres;2011T2;Total
Balears, Illes;26.41;Mujeres;2011T1;Total
Balears, Illes;20.39;Mujeres;2010T4;Total
Balears, Illes;15.2;Mujeres;2010T3;Total
Balears, Illes;19.53;Mujeres;2010T2;Total
Balears, Illes;22.45;Mujeres;2010T1;Total
Balears, Illes;17.7;Mujeres;2009T4;Total
Balears, Illes;10.96;Mujeres;2009T3;Total
Balears, Illes;16.21;Mujeres;2009T2;Total
Balears, Illes;20.72;Mujeres;2009T1;Total
Balears, Illes;11.54;Mujeres;2008T4;Total
Balears, Illes;8.89;Mujeres;2008T3;Total
Balears, Illes;9.47;Mujeres;2008T2;Total
Balears, Illes;13.48;Mujeres;2008T1;Total
Balears, Illes;10.81;Mujeres;2007T4;Total
Balears, Illes;5.72;Mujeres;2007T3;Total
Balears, Illes;7.57;Mujeres;2007T2;Total
Balears, Illes;11.02;Mujeres;2007T1;Total
Balears, Illes;7.28;Mujeres;2006T4;Total
Balears, Illes;5.68;Mujeres;2006T3;Total
Balears, Illes;8.14;Mujeres;2006T2;Total
Balears, Illes;11.62;Mujeres;2006T1;Total
Balears, Illes;10.36;Mujeres;2005T4;Total
Balears, Illes;7.48;Mujeres;2005T3;Total
Balears, Illes;8.41;Mujeres;2005T2;Total
Balears, Illes;13.93;Mujeres;2005T1;Total
Balears, Illes;10.26;Mujeres;2004T4;Total
Balears, Illes;7.59;Mujeres;2004T3;Total
Balears, Illes;10.56;Mujeres;2004T2;Total
Balears, Illes;16.93;Mujeres;2004T1;Total
Balears, Illes;11.1;Mujeres;2003T4;Total
Balears, Illes;8.1;Mujeres;2003T3;Total
Balears, Illes;11.71;Mujeres;2003T2;Total
Balears, Illes;17.7;Mujeres;2003T1;Total
Balears, Illes;9.23;Mujeres;2002T4;Total
Balears, Illes;7.44;Mujeres;2002T3;Total
Balears, Illes;9.14;Mujeres;2002T2;Total
Balears, Illes;11.84;Mujeres;2002T1;Total
Balears, Illes;23.48;Mujeres;2019T3;Menores de 25 años
Balears, Illes;37.24;Mujeres;2019T2;Menores de 25 años
Balears, Illes;41.35;Mujeres;2019T1;Menores de 25 años
Balears, Illes;22.89;Mujeres;2018T4;Menores de 25 años
Balears, Illes;9.63;Mujeres;2018T3;Menores de 25 años
Balears, Illes;30.65;Mujeres;2018T2;Menores de 25 años
Balears, Illes;29.36;Mujeres;2018T1;Menores de 25 años
Balears, Illes;26.79;Mujeres;2017T4;Menores de 25 años
Balears, Illes;23.93;Mujeres;2017T3;Menores de 25 años
Balears, Illes;32.03;Mujeres;2017T2;Menores de 25 años
Balears, Illes;43.19;Mujeres;2017T1;Menores de 25 años
Balears, Illes;42.28;Mujeres;2016T4;Menores de 25 años
Balears, Illes;27.91;Mujeres;2016T3;Menores de 25 años
Balears, Illes;40.5;Mujeres;2016T2;Menores de 25 años
Balears, Illes;50.01;Mujeres;2016T1;Menores de 25 años
Balears, Illes;34.6;Mujeres;2015T4;Menores de 25 años
Balears, Illes;25.34;Mujeres;2015T3;Menores de 25 años
Balears, Illes;41.5;Mujeres;2015T2;Menores de 25 años
Balears, Illes;47.35;Mujeres;2015T1;Menores de 25 años
Balears, Illes;40.09;Mujeres;2014T4;Menores de 25 años
Balears, Illes;39.02;Mujeres;2014T3;Menores de 25 años
Balears, Illes;49.76;Mujeres;2014T2;Menores de 25 años
Balears, Illes;58.83;Mujeres;2014T1;Menores de 25 años
Balears, Illes;53.17;Mujeres;2013T4;Menores de 25 años
Balears, Illes;37.96;Mujeres;2013T3;Menores de 25 años
Balears, Illes;47.99;Mujeres;2013T2;Menores de 25 años
Balears, Illes;65.34;Mujeres;2013T1;Menores de 25 años
Balears, Illes;55.03;Mujeres;2012T4;Menores de 25 años
Balears, Illes;50.39;Mujeres;2012T3;Menores de 25 años
Balears, Illes;51.96;Mujeres;2012T2;Menores de 25 años
Balears, Illes;51.97;Mujeres;2012T1;Menores de 25 años
Balears, Illes;38.51;Mujeres;2011T4;Menores de 25 años
Balears, Illes;32.71;Mujeres;2011T3;Menores de 25 años
Balears, Illes;34.09;Mujeres;2011T2;Menores de 25 años
Balears, Illes;38.23;Mujeres;2011T1;Menores de 25 años
Balears, Illes;40.23;Mujeres;2010T4;Menores de 25 años
Balears, Illes;27.66;Mujeres;2010T3;Menores de 25 años
Balears, Illes;36.26;Mujeres;2010T2;Menores de 25 años
Balears, Illes;38.56;Mujeres;2010T1;Menores de 25 años
Balears, Illes;24.02;Mujeres;2009T4;Menores de 25 años
Balears, Illes;16.54;Mujeres;2009T3;Menores de 25 años
Balears, Illes;24.49;Mujeres;2009T2;Menores de 25 años
Balears, Illes;28.42;Mujeres;2009T1;Menores de 25 años
Balears, Illes;20.79;Mujeres;2008T4;Menores de 25 años
Balears, Illes;21.65;Mujeres;2008T3;Menores de 25 años
Balears, Illes;24.14;Mujeres;2008T2;Menores de 25 años
Balears, Illes;24.11;Mujeres;2008T1;Menores de 25 años
Balears, Illes;22.61;Mujeres;2007T4;Menores de 25 años
Balears, Illes;10.04;Mujeres;2007T3;Menores de 25 años
Balears, Illes;19.92;Mujeres;2007T2;Menores de 25 años
Balears, Illes;24.45;Mujeres;2007T1;Menores de 25 años
Balears, Illes;17.23;Mujeres;2006T4;Menores de 25 años
Balears, Illes;14.99;Mujeres;2006T3;Menores de 25 años
Balears, Illes;21.3;Mujeres;2006T2;Menores de 25 años
Balears, Illes;14.84;Mujeres;2006T1;Menores de 25 años
Balears, Illes;19.94;Mujeres;2005T4;Menores de 25 años
Balears, Illes;25.75;Mujeres;2005T3;Menores de 25 años
Balears, Illes;21.66;Mujeres;2005T2;Menores de 25 años
Balears, Illes;25.35;Mujeres;2005T1;Menores de 25 años
Balears, Illes;15.17;Mujeres;2004T4;Menores de 25 años
Balears, Illes;16.48;Mujeres;2004T3;Menores de 25 años
Balears, Illes;15.87;Mujeres;2004T2;Menores de 25 años
Balears, Illes;23.44;Mujeres;2004T1;Menores de 25 años
Balears, Illes;17.71;Mujeres;2003T4;Menores de 25 años
Balears, Illes;22.45;Mujeres;2003T3;Menores de 25 años
Balears, Illes;31.88;Mujeres;2003T2;Menores de 25 años
Balears, Illes;32.84;Mujeres;2003T1;Menores de 25 años
Balears, Illes;13.15;Mujeres;2002T4;Menores de 25 años
Balears, Illes;16.32;Mujeres;2002T3;Menores de 25 años
Balears, Illes;20.69;Mujeres;2002T2;Menores de 25 años
Balears, Illes;18.21;Mujeres;2002T1;Menores de 25 años
